exp,subject,condition,session,cond_session,start_date,start_time,box,session_timer,tot_trials,pks_sub,pks_opt,pks_sub_TL_A,pks_sub_TL_B,pks_opt_TL_A,pks_opt_TL_B,food_sub,noFood_sub,food_opt,noFood_opt,pk1_sub,pk1_opt,FE_sub_cumLat,FE_pks_sub,FE_pks_sub_TL_A,FE_pks_sub_TL_B,FE_food_sub,FE_noFood_sub,FE_sub_num_lat,FE_opt_cumLat,FE_pks_opt,FE_pks_opt_TL_A,FE_pks_opt_TL_B,FE_food_opt,FE_noFood_opt,FE_opt_num_lat,Notes
2,1311,VI 1.7,35,18,230412,145430,4,631,30,30,17,2,7,0,11,1,7,1,1,8,2,113,38,6,7,2,8,10,332,15,9,145,5,5,10,
2,1311,VI 1.7,36,19,230413,143740,4,628,30,44,0,19,10,0,0,2,8,0,0,10,0,131,35,15,7,2,8,10,202,23,5,153,5,5,9,
2,1311,VI 1.7,37,20,230414,145358,4,634,30,36,20,11,6,4,2,1,7,1,1,8,2,274,47,20,7,2,8,10,282,28,2,156,5,5,10,
2,1311,VI 1.7,38,21,230417,152344,4,643,30,40,6,19,8,5,43,1,6,1,2,7,3,76,41,30,8,2,8,10,453,15,7,171,5,5,10,
2,1311,VI 1.7,39,22,230418,143537,4,635,30,24,22,26,3,0,52,2,4,2,2,6,4,166,37,29,11,2,8,10,223,27,18,153,5,5,10,
2,1311,VI 1.7,40,23,230419,145250,4,632,30,36,5,25,7,0,35,2,6,0,2,8,2,276,43,23,7,2,8,10,705,18,5,104,5,5,9,
2,1311,VI 1.7,41,24,230420,142926,4,633,30,44,1,20,9,0,20,2,7,1,0,9,1,99,45,19,11,2,8,10,318,19,12,95,5,5,10,
2,1311,VI 1.7,42,25,230421,144527,4,632,30,58,2,10,9,0,27,1,7,1,1,8,2,115,43,24,12,2,8,10,317,14,23,100,5,5,10,
2,1311,VI 1.7,43,26,230424,150234,4,639,30,43,5,29,9,0,38,2,6,1,1,8,2,65,60,30,17,2,8,10,330,23,18,149,5,5,10,
2,1311,VI 1.7,44,27,230425,143715,4,633,30,54,0,24,9,0,0,2,8,0,0,10,0,80,48,24,10,2,8,10,267,32,8,72,5,5,10,
2,1349,VI 4.75,1,1,230216,124745,3,709,30,8,111,18,0,22,119,1,1,3,5,2,8,196,109,39,23,2,8,10,103,122,35,113,5,5,10,
2,1349,VI 4.75,2,2,230217,124158,3,828,30,6,121,18,0,19,130,1,1,4,4,2,8,70,145,36,3,2,8,10,1290,115,39,130,5,5,10,
2,1349,VI 4.75,3,3,230220,123957,3,709,30,0,113,0,0,37,111,0,0,5,5,0,10,163,115,44,27,2,8,10,91,125,39,124,5,5,10,
2,1349,VI 4.75,4,4,230321,125100,3,1614,30,141,275,0,7,19,121,0,2,5,3,7,3,147,490,37,16,2,8,10,118,442,39,133,5,5,10,
2,1349,VI 4.75,5,5,230222,124235,3,733,30,62,44,20,68,0,63,1,6,1,2,7,3,228,111,46,152,2,8,10,219,53,43,136,5,5,10,
2,1349,VI 4.75,6,6,230223,125256,3,730,30,73,32,23,35,21,75,1,4,2,3,5,5,100,121,46,84,2,8,10,360,36,44,144,5,5,10,
2,1349,VI 4.75,7,7,230224,124053,3,708,30,53,50,43,30,0,69,2,4,1,3,7,3,92,133,46,36,2,8,10,159,83,32,135,5,5,10,
2,1349,VI 4.75,8,8,230227,123820,3,709,30,115,8,45,38,17,0,2,7,0,1,9,1,91,133,49,59,2,8,10,106,73,36,180,5,5,10,
2,1349,VI 4.75,9,9,230228,124605,3,745,30,100,20,22,22,0,58,1,6,2,1,7,3,99,111,43,38,2,8,10,470,72,40,145,5,5,10,
2,1349,VI 4.75,10,10,230301,124105,3,708,30,119,3,43,12,0,23,2,7,0,1,9,1,101,131,46,36,2,8,10,142,67,39,158,5,5,10,
2,1349,VI 4.75,11,11,230302,124522,3,708,30,118,8,38,27,0,19,2,7,1,0,9,1,66,127,42,18,2,8,10,137,79,41,150,5,5,10,
2,1349,VI 4.75,12,12,230303,124321,3,713,30,123,0,43,1,0,0,2,8,0,0,10,0,86,128,42,19,2,8,10,149,73,39,165,5,5,10,
2,1349,VI 4.75,13,13,230306,124702,3,713,30,138,0,47,1,0,0,2,8,0,0,10,0,70,130,47,3,2,8,10,249,54,41,175,5,5,10,
2,1349,VI 4.75,14,14,230307,124728,3,709,30,105,3,43,3,0,16,2,7,1,0,9,1,78,142,48,2,2,8,10,132,67,44,180,5,5,10,
2,1349,VI 4.75,15,15,230308,123901,3,712,30,123,0,42,8,0,0,2,8,0,0,10,0,79,124,40,2,2,8,10,136,71,44,157,5,5,10,
2,1349,VI 4.75,16,16,230309,124730,3,711,30,132,1,43,0,0,18,2,7,1,0,9,1,65,125,41,7,2,8,10,123,59,50,161,5,5,10,
2,1349,VI 4.75,17,17,230310,124359,3,714,30,110,1,41,2,0,24,2,7,0,1,9,1,65,119,41,3,2,8,10,275,56,38,161,5,5,10,
2,1349,VI 35,18,1,230320,124140,3,1616,30,275,181,17,0,19,73,1,4,3,2,8,2,103,568,40,53,2,8,10,119,476,40,158,5,5,10,
2,1349,VI 35,19,2,230321,125100,3,1614,30,141,275,0,7,19,121,0,2,5,3,7,3,147,490,37,16,2,8,10,118,442,39,133,5,5,10,
2,1349,VI 35,20,3,230322,123849,3,1618,30,79,308,0,3,37,111,0,2,4,4,5,5,95,373,41,9,2,8,10,88,375,33,155,5,5,10,
2,1349,VI 35,21,4,230323,124751,3,1638,30,44,434,0,0,22,136,0,2,5,3,2,8,361,289,40,24,2,8,10,125,492,38,146,5,5,10,
2,1349,VI 35,22,5,230324,124014,3,1618,30,58,364,0,0,37,122,0,0,5,5,3,7,130,426,36,1,2,8,10,85,405,34,133,5,5,10,
2,1349,VI 35,23,6,230327,124231,3,1636,30,10,363,0,0,36,158,0,0,5,5,2,8,86,438,46,1,2,8,10,117,311,41,170,5,5,10,
2,1349,VI 35,24,7,230328,124549,3,1622,30,1,374,0,0,38,162,0,0,5,5,1,9,175,411,47,1,2,8,10,104,363,38,170,5,5,10,
2,1349,VI 35,25,8,230329,124302,3,1614,30,3,467,0,0,42,159,0,0,5,5,1,9,239,350,42,14,2,8,10,89,509,39,167,5,5,10,
2,1349,VI 35,26,9,230330,125423,3,1669,30,8,420,0,19,21,163,0,1,5,4,1,9,936,329,46,13,2,8,10,137,445,32,168,5,5,10,
2,1349,VI 35,27,10,230331,124910,3,1641,30,1,353,0,0,36,180,0,0,5,5,0,10,397,229,46,0,2,8,10,125,378,39,178,5,5,10,
2,1349,VI 35,28,11,230403,124155,3,1617,30,0,401,0,0,36,158,0,0,5,5,0,10,244,355,45,2,2,8,10,130,385,39,169,5,5,10,
2,1349,VI 35,29,12,230404,125006,3,2400,23,8,169,0,0,22,142,0,0,3,4,1,6,1435,96,20,73,1,6,8,128,218,37,121,3,5,8,
2,1349,VI 35,30,13,230405,124310,3,1616,30,7,432,0,0,38,168,0,0,5,5,3,7,166,325,46,20,2,8,10,137,462,42,174,5,5,10,
2,1349,VI 35,31,14,230406,124830,3,1636,30,5,303,0,0,39,169,0,0,5,5,4,6,222,217,38,20,2,8,10,111,346,41,159,5,5,10,
2,1349,VI 35,32,15,230407,125328,3,1639,30,10,313,0,0,43,155,0,0,5,5,4,6,94,392,42,63,2,8,10,143,359,38,165,5,5,10,
2,1349,VI 35,33,16,230410,123947,3,1622,30,16,293,0,0,18,165,0,1,5,4,4,6,186,340,51,8,2,8,10,151,309,40,168,5,5,10,
2,1349,VI 35,34,17,230411,124112,3,1615,30,3,327,0,0,36,163,0,0,5,5,3,7,215,280,48,20,2,8,10,128,278,32,160,5,5,10,
2,1349,VI 35,35,18,230412,124112,3,1631,30,9,296,0,0,38,178,0,0,5,5,3,7,176,345,45,41,2,8,10,217,308,26,165,5,5,10,
2,1349,VI 35,36,19,230413,124034,3,1637,30,11,262,23,0,45,135,1,0,5,4,4,6,132,264,43,0,2,8,10,204,245,37,154,5,5,10,
2,1349,VI 35,37,20,230414,124822,3,1627,30,14,231,0,0,46,139,0,0,5,5,2,8,222,264,46,0,2,8,10,236,239,48,158,5,5,10,
2,1349,VI 35,38,21,230417,123954,3,1622,30,13,247,0,0,41,165,0,0,5,5,3,7,163,433,51,7,2,8,10,215,255,37,169,5,5,10,
2,1349,VI 35,39,22,230418,125049,3,1625,30,8,243,0,0,36,174,0,0,5,5,5,5,269,356,47,0,2,8,10,193,247,37,167,5,5,10,
2,1349,VI 35,40,23,230419,124106,3,1622,30,9,272,0,0,39,171,0,0,5,5,5,5,139,461,48,1,2,8,10,133,292,43,174,5,5,10,
2,1349,VI 35,41,24,230420,124642,3,1811,30,2,228,0,0,36,143,0,0,5,5,1,9,283,202,50,0,2,8,10,151,245,46,159,5,5,10,
2,1349,VI 35,42,25,230421,124710,3,1616,30,4,269,0,0,37,149,0,0,5,5,3,7,216,402,48,4,2,8,10,155,332,37,159,5,5,10,
2,1349,VI 35,43,26,230424,123919,3,1619,30,10,321,0,10,37,159,0,1,5,4,4,6,276,333,46,1,2,8,10,133,385,47,186,5,5,10,
2,1349,VI 35,44,27,230425,123749,3,1620,30,14,278,0,0,47,176,0,0,5,5,5,5,119,324,45,0,2,8,10,130,336,46,170,5,5,10,
2,48,VI 4.75,1,1,230216,124544,4,724,30,42,49,0,37,20,60,0,3,2,5,4,6,169,62,19,57,2,8,10,90,97,44,105,5,5,10,
2,48,VI 4.75,2,2,230217,124140,4,863,30,8,55,20,16,22,44,1,3,3,3,2,8,227,50,32,31,2,8,10,1472,84,17,120,5,5,10,
2,48,VI 4.75,3,3,230220,123928,4,721,30,31,50,0,8,22,63,0,3,3,4,3,7,243,58,33,20,2,8,10,124,88,19,120,5,5,10,
2,48,VI 4.75,4,4,230221,125007,4,724,30,30,46,14,16,21,37,1,2,4,3,4,6,160,93,29,16,2,8,10,133,51,8,89,5,5,10,
2,48,VI 4.75,5,5,230222,124216,4,722,30,70,27,19,18,0,46,1,5,2,2,7,3,190,99,30,0,2,8,10,166,59,29,66,5,5,10,
2,48,VI 4.75,6,6,230223,125241,4,722,30,67,40,13,26,29,29,1,3,4,2,5,5,115,100,35,9,2,8,10,129,48,8,75,5,5,10,
2,48,VI 4.75,7,7,230224,124035,4,718,30,69,32,21,3,8,47,1,4,3,2,5,5,137,89,33,4,2,8,10,144,76,38,60,5,5,10,
2,48,VI 4.75,8,8,230227,123755,4,729,30,66,36,15,0,22,27,1,3,3,3,5,5,800,114,30,1,2,8,9,145,76,43,32,5,5,9,
2,48,VI 4.75,9,9,230228,124537,4,731,30,33,58,0,0,39,59,0,1,4,5,3,7,344,111,36,1,2,8,10,92,50,29,99,5,5,9,
2,48,VI 4.75,10,10,230301,124047,4,709,30,41,63,16,0,0,53,1,4,3,2,6,4,120,107,29,10,2,8,10,108,71,26,49,5,5,10,
2,48,VI 4.75,11,11,230302,124550,4,711,30,61,29,21,0,0,42,1,6,2,1,7,3,587,89,34,3,2,8,10,76,94,39,78,5,5,9,
2,48,VI 4.75,12,12,230303,124301,4,721,30,41,43,11,0,0,23,1,6,2,1,6,4,120,109,32,0,2,8,10,128,68,41,86,5,5,10,
2,48,VI 4.75,13,13,230306,124632,4,712,30,79,34,16,0,18,9,1,7,1,1,7,3,81,126,30,10,2,8,10,170,58,41,75,5,5,10,
2,48,VI 4.75,14,14,230307,130742,4,720,30,98,20,15,0,0,11,1,5,2,2,5,5,176,119,34,3,2,8,10,123,79,37,73,5,5,10,
2,48,VI 4.75,15,15,230308,123843,4,715,30,53,37,18,0,41,3,1,4,2,3,5,5,346,112,28,0,2,8,10,139,66,36,85,5,5,10,
2,48,VI 4.75,16,16,230309,124750,4,712,30,95,26,17,1,0,26,2,6,1,1,8,2,275,119,28,3,2,8,9,184,50,34,40,5,5,10,
2,48,VI 4.75,17,17,230310,124340,4,720,30,122,6,36,7,0,11,2,6,1,1,8,2,101,106,40,0,2,8,10,218,48,32,75,5,5,10,
2,48,VI 35,18,1,230320,124116,4,1621,30,263,186,0,5,16,23,0,3,3,4,9,1,96,393,22,59,2,8,10,233,374,43,75,5,5,10,
2,48,VI 35,19,2,230321,125133,4,1629,30,110,236,0,7,25,35,0,2,4,4,7,3,67,292,21,27,2,8,10,222,305,22,41,5,5,10,
2,48,VI 35,20,3,230322,123832,4,1633,30,37,296,0,0,13,34,0,2,4,4,5,5,179,279,28,16,2,8,10,187,344,23,49,5,5,10,
2,48,VI 35,21,4,230323,125624,4,1644,30,40,260,0,0,25,67,0,1,5,4,6,4,303,163,16,6,2,8,10,112,349,23,41,5,5,10,
2,48,VI 35,22,5,230324,123954,4,1626,30,33,304,17,1,15,36,1,1,5,3,3,7,104,283,17,2,2,8,10,193,300,16,65,5,5,10,
2,48,VI 35,23,6,230327,124213,4,1627,30,42,265,0,0,7,64,0,0,5,5,5,5,245,260,24,0,2,8,10,106,287,30,18,5,5,10,
2,48,VI 35,24,7,230328,124608,4,1631,30,15,329,0,0,14,51,0,0,5,5,0,10,383,252,16,0,2,8,10,110,342,4,45,5,5,10,
2,48,VI 35,25,8,230329,124245,4,1636,30,12,291,10,0,3,38,1,0,4,5,2,8,282,231,22,0,2,8,10,212,293,15,48,5,5,10,
2,48,VI 35,26,9,230330,125440,4,1629,30,11,277,0,0,18,75,0,0,5,5,1,9,287,259,17,1,2,8,9,79,296,20,52,5,5,9,
2,48,VI 35,27,10,230331,124926,4,1633,30,24,270,0,0,18,101,0,0,5,5,4,6,200,175,17,0,2,8,10,170,287,33,49,5,5,10,
2,48,VI 35,28,11,230403,124134,4,1630,30,25,308,8,6,0,39,1,1,4,4,6,4,298,208,16,13,2,8,10,202,343,24,47,5,5,10,
2,48,VI 35,29,12,230404,124938,4,1623,30,19,335,0,0,19,32,0,0,5,5,3,7,323,267,22,1,2,8,10,131,280,7,32,5,5,10,
2,48,VI 35,30,13,230405,124252,4,1622,30,18,295,0,0,5,50,0,0,5,5,3,7,287,217,5,0,2,8,10,164,290,21,45,5,5,10,
2,48,VI 35,31,14,230406,124846,4,1665,30,8,294,0,1,16,33,0,1,5,4,3,7,237,214,11,0,2,8,10,149,307,17,32,5,5,10,
2,48,VI 35,32,15,230407,125314,4,1641,30,21,265,0,0,3,38,0,0,5,5,3,7,362,262,10,1,2,8,10,162,298,5,13,5,5,10,
2,48,VI 35,33,16,230410,123931,4,1623,30,11,284,21,0,31,15,1,0,5,4,1,9,392,203,15,28,2,8,10,133,278,36,40,5,5,10,
2,48,VI 35,34,17,230411,124036,4,1630,30,16,261,0,18,2,28,0,1,4,5,1,9,225,149,12,0,2,8,10,144,292,34,25,5,5,10,
2,48,VI 35,35,18,230412,124054,4,1646,30,12,266,0,0,31,25,0,0,5,5,1,9,201,189,19,14,2,8,10,136,275,15,24,5,5,10,
2,48,VI 35,36,19,230413,124020,4,1628,30,29,230,0,1,16,15,0,2,4,4,2,8,244,190,21,0,2,8,10,206,263,18,17,5,5,10,
2,48,VI 35,37,20,230414,124832,4,1621,30,37,221,0,5,21,28,0,1,4,5,2,8,337,225,27,0,2,8,10,216,269,4,15,5,5,10,
2,48,VI 35,38,21,230417,123940,4,1641,30,33,256,9,0,33,33,1,0,5,4,4,6,336,299,23,4,2,8,10,143,269,20,34,5,5,10,
2,48,VI 35,39,22,230418,125103,4,1619,30,55,236,0,8,2,16,0,1,4,5,4,6,238,257,21,4,2,8,10,168,290,21,37,5,5,10,
2,48,VI 35,40,23,230419,124037,4,1629,30,27,270,0,0,20,38,0,0,5,5,3,7,207,225,18,0,2,8,10,400,255,32,17,5,5,10,
2,48,VI 35,41,24,230420,124656,4,1628,30,46,257,0,0,31,30,0,1,4,5,4,6,270,181,15,0,2,8,10,113,288,23,21,5,5,10,
2,48,VI 35,42,25,230421,124726,4,1628,30,26,261,0,0,18,29,0,0,5,5,2,8,216,223,19,0,2,8,10,159,276,25,22,5,5,10,
2,48,VI 35,43,26,230424,123855,4,1626,30,42,268,18,0,15,42,1,1,4,4,4,6,203,225,15,0,2,8,10,164,294,19,14,5,5,10,
2,48,VI 35,44,27,230425,123801,4,1623,30,62,249,10,0,18,23,1,2,3,4,3,7,160,210,21,0,2,8,10,146,300,6,13,5,5,10,
2,392,VI 4.75,1,1,230220,140359,3,2400,30,29,26,4,30,6,0,1,8,0,1,7,3,13133,47,3,39,2,8,10,3063,26,17,47,5,5,10,
2,392,VI 4.75,2,2,230221,141706,3,2068,30,28,5,9,23,0,15,1,8,1,0,9,1,2078,19,26,22,2,8,10,2455,15,36,82,5,5,10,
2,392,VI 4.75,3,3,230222,135813,3,1019,30,23,9,15,15,16,28,1,6,2,1,6,4,865,26,20,21,2,8,10,1433,22,11,119,5,5,10,
2,392,VI 4.75,4,4,230223,140723,3,805,30,20,26,12,15,6,40,1,5,3,1,8,2,741,40,12,11,2,8,10,401,45,16,101,5,5,10,
2,392,VI 4.75,5,5,230224,135554,3,832,30,11,47,12,3,22,45,1,3,3,3,5,5,463,49,15,8,2,8,10,195,49,19,98,5,5,10,
2,392,VI 4.75,6,6,230227,115739,3,760,30,59,18,6,2,21,56,1,2,3,4,5,5,181,49,20,3,2,8,10,321,60,20,80,5,5,10,
2,392,VI 4.75,7,7,230227,135657,3,778,30,65,2,12,1,14,9,2,6,1,1,8,2,647,81,10,6,2,8,9,325,82,19,70,5,5,9,
2,392,VI 4.75,8,8,230228,140043,3,716,30,58,19,5,5,0,29,1,6,0,3,8,2,195,62,19,11,2,8,10,132,78,24,85,5,5,10,
2,392,VI 4.75,9,9,230301,135750,3,736,30,84,1,6,6,0,12,1,8,0,1,9,1,149,88,16,1,2,8,10,437,56,25,87,5,5,10,
2,392,VI 4.75,10,10,230302,140920,3,718,30,87,1,24,9,0,0,2,8,0,0,9,1,138,88,19,4,2,8,10,187,71,29,101,5,5,10,
2,392,VI 4.75,11,11,230303,135741,3,718,30,68,0,18,4,0,0,2,8,0,0,10,0,124,80,20,3,2,8,10,180,73,21,98,5,5,10,
2,392,VI 4.75,12,12,230304,151810,3,727,30,69,0,21,2,0,0,2,8,0,0,10,0,330,65,25,12,2,8,10,289,58,25,98,5,5,10,
2,392,VI 4.75,13,13,230306,135646,3,727,30,85,13,9,2,11,17,1,6,2,1,7,3,205,90,22,15,2,8,10,325,56,24,90,5,5,10,
2,392,VI 4.75,14,14,230307,140532,3,732,30,96,5,11,27,0,12,1,8,1,0,9,1,727,78,23,16,2,8,10,248,47,24,64,5,5,9,
2,392,VI 4.75,15,15,230308,135559,3,744,30,75,0,17,30,0,0,2,8,0,0,10,0,115,88,16,7,2,8,10,265,50,18,88,5,5,10,
2,392,VI 4.75,16,16,230309,141339,3,714,30,73,5,28,6,0,0,2,8,0,0,9,1,103,84,26,9,2,8,10,167,66,20,93,5,5,10,
2,392,VI 4.75,17,17,230310,135352,3,721,30,88,1,19,7,0,0,2,8,0,0,9,1,96,96,16,6,2,8,10,203,53,23,107,5,5,10,
2,392,VI 35,18,1,230320,135617,3,1656,30,221,107,19,1,0,33,2,5,2,1,8,2,560,270,17,2,2,8,10,363,275,18,99,5,5,10,
2,392,VI 35,19,2,230321,142015,3,1635,30,293,41,23,0,0,39,2,5,1,2,8,2,108,300,20,4,2,8,10,268,278,26,108,5,5,10,
2,392,VI 35,20,3,230322,135423,3,1697,30,95,148,8,2,22,60,1,2,4,3,8,2,433,209,18,3,2,8,10,365,217,28,105,5,5,10,
2,392,VI 35,21,4,230323,135722,3,1640,30,106,153,0,1,34,57,0,3,3,4,9,1,208,272,28,3,2,8,10,216,238,30,101,5,5,10,
2,392,VI 35,22,5,230324,135439,3,1639,30,49,210,14,2,24,51,1,3,3,3,5,5,365,249,20,2,2,8,10,158,279,27,104,5,5,10,
2,392,VI 35,23,6,230327,135620,3,1627,30,35,237,0,0,29,94,0,0,5,5,5,5,116,313,14,4,2,8,10,184,283,26,99,5,5,10,
2,392,VI 35,24,7,230328,140949,3,1637,30,34,212,0,0,25,85,0,1,4,5,5,5,164,225,24,2,2,8,10,127,269,28,97,5,5,10,
2,392,VI 35,25,8,230329,135853,3,1646,30,40,230,0,0,29,105,0,0,5,5,4,6,266,176,15,2,2,8,10,246,295,32,109,5,5,10,
2,392,VI 35,26,9,230330,142030,3,1821,30,38,259,13,0,27,59,1,3,2,4,4,6,159,246,14,3,2,8,10,325,325,29,111,5,5,10,
2,392,VI 35,27,10,230331,134257,3,1630,30,22,358,0,0,27,83,0,2,4,4,2,8,124,275,6,2,2,8,10,156,366,23,115,5,5,10,
2,392,VI 35,28,11,230403,135722,3,1625,30,31,366,6,0,19,63,1,1,4,4,4,6,123,329,19,4,2,8,10,120,403,23,97,5,5,10,
2,392,VI 35,29,12,230404,133917,3,1771,30,70,303,13,1,0,47,1,4,2,3,4,6,137,402,12,1,2,8,10,145,391,22,66,5,5,10,
2,392,VI 35,30,13,230405,135836,3,1627,30,18,346,0,0,8,39,0,0,5,5,0,10,132,335,19,0,2,8,10,142,350,8,38,5,5,10,
2,392,VI 35,31,14,230406,135421,3,1637,30,20,337,0,0,15,14,0,0,5,5,4,6,176,284,2,0,2,8,10,160,331,7,20,5,5,10,
2,392,VI 35,32,15,230407,135347,3,1651,30,34,260,0,0,8,32,0,0,5,5,6,4,377,234,6,10,2,8,10,123,321,1,17,5,5,10,
2,392,VI 35,33,16,230410,135508,3,1665,30,15,261,0,0,6,35,0,0,5,5,2,8,303,193,10,4,2,8,10,114,285,4,29,5,5,10,
2,392,VI 35,34,17,230411,135645,3,1635,30,8,273,0,0,15,27,0,0,5,5,0,10,235,219,7,2,2,8,10,180,279,5,28,5,5,10,
2,392,VI 35,35,18,230412,135138,3,1635,30,17,255,2,0,11,9,1,1,4,4,1,9,193,273,0,0,2,8,10,143,274,5,21,5,5,10,
2,392,VI 35,36,19,230413,134451,3,1637,30,28,210,1,0,1,22,1,2,4,3,1,9,226,258,1,3,2,8,10,215,282,3,15,5,5,10,
2,392,VI 35,37,20,230414,140624,3,2315,30,48,145,2,1,5,15,1,2,4,3,3,7,1054,191,4,5,2,8,10,404,253,5,19,5,5,10,
2,392,VI 35,38,21,230417,135526,3,1650,30,26,231,0,0,8,12,0,0,5,5,3,7,247,230,3,4,2,8,10,172,290,3,20,5,5,10,
2,392,VI 35,39,22,230418,135117,3,1640,30,51,225,0,0,0,11,1,1,4,4,5,5,180,220,2,4,2,8,10,135,256,1,15,5,5,10,
2,392,VI 35,40,23,230419,135243,3,1644,30,60,228,0,1,2,14,0,2,3,5,4,6,202,217,4,5,2,8,10,198,267,8,36,5,5,10,
2,392,VI 35,41,24,230420,135158,3,1640,30,37,211,0,1,2,30,0,2,3,5,4,6,235,166,2,5,2,8,10,215,271,3,20,5,5,10,
2,392,VI 35,42,25,230421,135238,3,1646,30,34,212,0,1,3,22,1,1,5,3,3,7,250,190,7,5,2,8,10,204,211,4,18,5,5,10,
2,392,VI 35,43,26,230424,135617,3,1640,30,33,218,0,0,2,32,0,1,4,5,1,9,240,216,4,9,2,8,10,168,266,7,22,5,5,10,
2,392,VI 35,44,27,230425,135357,3,1650,30,20,191,0,0,9,28,0,0,5,5,2,8,232,206,2,7,2,8,10,181,225,9,25,5,5,10,
2,4,VI 4.75,1,1,230216,141307,4,716,30,12,90,0,0,44,151,0,0,5,5,4,6,108,99,19,41,2,8,10,96,106,41,150,5,5,10,
2,4,VI 4.75,2,2,230217,135913,4,714,30,15,81,0,1,47,118,0,2,4,4,6,4,80,103,21,1,2,8,10,131,91,47,167,5,5,10,
2,4,VI 4.75,3,3,230220,140411,4,711,30,34,102,6,0,41,76,1,3,3,3,5,5,77,119,7,4,2,8,10,139,121,44,148,5,5,10,
2,4,VI 4.75,4,4,230221,141724,4,710,30,38,61,8,0,22,108,1,3,3,3,9,1,289,117,26,1,2,8,10,126,109,41,171,5,5,10,
2,4,VI 4.75,5,5,230222,135804,4,713,30,94,13,34,0,19,0,2,7,1,0,9,1,59,126,26,2,2,8,10,135,81,44,185,5,5,10,
2,4,VI 4.75,6,6,230223,140704,4,725,30,85,27,34,0,0,65,2,5,2,1,9,1,113,127,38,0,2,8,10,264,62,38,171,5,5,10,
2,4,VI 4.75,7,7,230224,135626,4,728,30,92,9,27,0,0,23,2,7,1,0,10,0,105,116,18,0,2,8,10,187,82,43,178,5,5,10,
2,4,VI 4.75,8,8,230227,135726,4,719,30,98,12,11,0,22,84,1,4,1,4,10,0,242,123,28,0,2,8,10,326,67,46,185,5,5,10,
2,4,VI 4.75,9,9,230228,140007,4,713,30,102,8,17,0,25,24,1,7,1,1,10,0,71,119,33,1,2,8,10,261,71,48,185,5,5,10,
2,4,VI 4.75,10,10,230301,135731,4,720,30,60,34,20,0,0,93,2,4,3,1,10,0,77,111,29,1,2,8,10,305,66,48,172,5,5,10,
2,4,VI 4.75,11,11,230302,140854,4,715,30,96,8,33,0,0,26,2,7,1,0,10,0,92,128,28,0,2,8,10,321,52,46,195,5,5,10,
2,4,VI 4.75,12,12,230303,135750,4,725,30,70,18,14,1,0,21,1,8,1,0,9,1,192,97,28,0,2,8,10,201,75,43,172,5,5,10,
2,4,VI 4.75,13,13,230306,135705,4,710,30,67,47,40,0,0,64,2,5,1,2,10,0,87,114,31,0,2,8,10,166,76,43,167,5,5,10,
2,4,VI 4.75,14,14,230307,140450,4,716,30,63,35,17,0,43,22,1,6,1,2,10,0,88,108,26,0,2,8,10,179,98,45,176,5,5,10,
2,4,VI 4.75,15,15,230308,135612,4,717,30,53,48,18,0,0,75,1,5,2,2,10,0,75,99,26,1,2,8,10,169,73,45,162,5,5,10,
2,4,VI 4.75,16,16,230309,141325,4,715,30,55,30,17,0,21,68,1,5,3,1,9,1,66,106,35,0,2,8,10,168,68,48,184,5,5,10,
2,4,VI 4.75,17,17,230310,135359,4,717,30,57,33,19,0,0,84,1,5,2,2,9,1,80,88,27,0,2,8,10,238,55,47,173,5,5,10,
2,4,VI 35,18,1,230320,135659,4,1620,30,272,417,19,2,37,74,1,2,2,5,9,1,97,686,33,24,2,8,10,162,450,41,115,5,5,10,
2,4,VI 35,19,2,230321,141926,4,1652,30,140,142,0,0,8,16,0,2,4,4,6,4,497,307,10,0,2,8,10,434,237,11,20,5,5,10,
2,4,VI 35,20,3,230322,135408,4,1734,30,21,278,0,1,14,41,0,2,3,5,6,4,1070,231,15,0,2,8,10,315,249,33,52,5,5,9,
2,4,VI 35,21,4,230323,135647,4,1723,30,11,282,0,0,17,35,0,1,4,5,4,6,375,168,10,1,2,8,10,606,226,14,45,5,5,10,
2,4,VI 35,22,5,230324,135458,4,1632,30,12,281,0,0,18,78,0,0,5,5,2,8,201,288,12,0,2,8,10,330,481,17,85,5,5,10,
2,4,VI 35,23,6,230327,135639,4,1665,30,7,254,0,0,16,112,0,0,5,5,1,9,228,232,12,0,2,8,10,379,222,21,110,5,5,10,
2,4,VI 35,24,7,230328,140929,4,1665,30,13,158,0,0,8,76,0,0,5,5,3,7,299,243,6,0,2,8,10,438,209,11,62,5,5,10,
2,4,VI 35,25,8,230329,135927,4,1715,30,14,183,0,0,5,54,0,0,5,5,4,6,445,205,7,0,2,8,10,279,234,10,46,5,5,10,
2,4,VI 35,26,9,230330,134848,4,1666,30,4,266,0,0,22,38,0,0,5,5,1,9,295,254,6,1,2,8,10,633,227,11,45,5,5,10,
2,4,VI 35,27,10,230331,135814,4,1646,30,15,252,0,0,12,72,0,1,5,4,0,10,502,282,17,53,2,8,10,159,306,21,74,5,5,10,
2,4,VI 35,28,11,230403,135745,4,1622,30,18,311,0,0,15,67,0,0,5,5,1,9,280,360,11,9,2,8,10,141,353,20,71,5,5,10,
2,4,VI 35,29,12,230404,133930,4,1634,30,1,300,0,0,20,85,0,0,5,5,0,10,200,245,13,0,2,8,10,239,302,18,101,5,5,10,
