exp,subject,condition,session,cond_session,start_date,start_time,box,session_timer,tot_trials,pks_sub,pks_opt,pks_sub_TL_A,pks_sub_TL_B,pks_opt_TL_A,pks_opt_TL_B,food_sub,noFood_sub,food_opt,noFood_opt,pk1_sub,pk1_opt,FE_sub_cumLat,FE_pks_sub,FE_pks_sub_TL_A,FE_pks_sub_TL_B,FE_food_sub,FE_noFood_sub,FE_sub_num_lat,FE_opt_cumLat,FE_pks_opt,FE_pks_opt_TL_A,FE_pks_opt_TL_B,FE_food_opt,FE_noFood_opt,FE_opt_num_lat,Notes
1,1332,FR 1,1,1,220216,80818,3,673,30,4,6,32,78,55,122,1,3,3,3,,,387,10,56,180,2,8,10,110,10,171,113,5,5,10,
1,1332,FR 1,2,2,220217,80340,3,958,30,2,8,0,54,204,229,0,2,4,4,,,197,10,97,284,2,8,10,191,10,328,230,5,5,10,
1,1332,FR 1,3,3,220218,80410,3,945,30,5,5,43,136,98,186,1,4,2,3,,,87,10,123,176,2,8,9,222,10,261,240,5,5,10,
1,1332,FR 1,4,4,220221,80731,3,940,30,5,5,57,126,114,73,1,4,3,2,,,60,10,112,122,2,8,10,178,10,142,181,6,4,10,
1,1332,FR 1,5,5,220222,80450,3,942,30,7,3,58,157,47,50,1,6,2,1,,,92,10,114,121,2,8,10,212,10,176,160,5,5,10,
1,1332,FR 1,6,6,220223,81124,3,955,30,10,0,107,108,0,0,2,8,0,0,,,190,10,116,253,2,8,10,248,10,159,162,5,5,10,
1,1332,FR 1,7,7,220224,80415,3,963,30,8,2,119,86,34,46,2,6,1,1,,,34,10,112,239,2,8,10,469,10,159,219,5,5,10,
1,1332,FR 1,8,8,220225,75909,3,943,30,6,4,58,49,75,89,1,5,2,2,,,248,10,121,29,2,8,10,209,10,210,207,4,6,10,
1,1332,FR 1,9,9,220228,80941,3,936,30,8,2,114,41,0,71,2,6,1,1,,,90,10,106,14,2,8,10,204,10,147,202,4,6,10,
1,1332,FR 1,10,10,220301,80010,3,960,30,8,2,122,11,28,28,2,6,0,2,,,597,10,124,32,2,8,10,460,10,110,215,5,5,10,
1,1332,FR 1,11,11,220302,80828,3,962,30,6,4,57,1,58,58,1,5,2,2,,,625,10,108,1,2,8,10,345,10,88,200,5,5,10,
1,1332,FR 1,12,12,220304,80356,3,985,30,10,0,117,4,0,0,2,8,0,0,,,89,10,117,0,2,8,10,665,10,157,176,5,5,10,
1,1332,FR 1,13,13,220304,80356,3,985,30,10,0,117,4,0,0,2,8,0,0,,,89,10,117,0,2,8,10,665,10,157,176,5,5,10,
1,1332,FR 1,14,14,220307,80700,3,987,30,9,1,122,1,0,55,2,7,1,0,,,388,10,122,66,2,8,10,633,10,246,214,5,5,10,
1,1332,FR 1,15,15,220308,80433,3,1031,30,10,0,130,2,0,0,2,8,0,0,,,285,10,125,41,2,8,10,1190,10,239,213,5,5,10,
1,1332,FR 1,16,16,220309,80645,3,966,30,10,0,137,5,0,0,2,8,0,0,,,25,10,130,7,2,8,10,511,10,118,192,4,6,10,
1,1332,VI 30,17,1,220321,81104,3,1819,30,407,448,58,5,68,102,1,3,3,3,,,43,933,130,71,2,8,10,261,839,104,217,4,6,10,
1,1332,VI 30,18,2,220322,81028,3,1892,30,297,412,59,1,50,128,1,1,4,4,,,38,618,118,7,2,8,10,403,603,91,130,5,5,10,
1,1332,VI 30,19,3,220323,82142,3,1833,30,81,378,64,46,55,97,1,3,3,3,,,64,636,125,59,2,8,10,324,479,98,192,5,5,10,
1,1332,VI 30,20,4,220324,80414,3,1925,30,90,346,0,0,100,140,0,0,4,6,,,54,347,118,177,2,8,10,261,345,101,148,5,5,10,
1,1332,VI 30,21,5,220325,80850,3,1856,30,45,290,0,0,103,107,0,0,5,5,,,67,222,113,136,2,8,10,172,318,86,87,5,5,10,
1,1332,VI 30,22,6,220328,80904,3,1858,30,30,312,0,0,104,107,0,0,4,6,,,329,207,122,4,2,8,10,192,285,120,133,5,5,10,
1,1332,VI 30,23,7,220329,80341,3,1841,30,14,261,0,0,60,97,0,1,4,5,,,164,276,119,2,2,8,10,128,284,72,99,4,6,10,
1,1332,VI 30,24,8,220330,80929,3,1831,30,33,319,0,0,91,134,0,0,5,5,,,87,521,108,15,2,8,10,143,381,94,115,5,5,10,
1,1332,VI 30,25,9,220331,80440,3,1832,30,24,377,0,0,133,243,0,0,5,5,,,68,435,124,1,2,8,10,187,383,174,150,5,5,10,
1,1332,VI 30,26,10,220401,80900,3,1824,30,34,307,0,2,125,132,0,2,4,4,,,103,464,117,8,2,8,10,140,334,167,190,4,6,10,
1,1332,VI 30,27,11,220404,80803,3,1837,30,49,348,59,0,118,189,1,1,4,4,,,122,455,124,3,2,8,10,185,343,177,193,6,4,10,
1,1332,VI 30,28,12,220405,80142,3,1838,30,30,308,0,0,148,179,0,0,5,5,,,120,413,115,91,2,8,10,150,318,141,204,5,5,10,
1,1332,VI 30,29,13,220406,80650,3,1836,30,19,307,0,0,137,169,0,0,6,4,,,132,290,121,3,2,8,10,137,338,175,115,5,5,10,
1,1332,VI 30,30,14,220407,80536,3,1833,30,11,274,0,0,92,133,0,0,5,5,,,244,304,116,50,2,8,10,110,274,111,90,5,5,10,
1,1332,VI 30,31,15,220408,80938,3,2120,30,14,259,0,0,40,67,0,0,5,5,,,285,199,124,47,2,8,10,113,262,25,79,5,5,10,
1,1332,VI 30,32,16,220411,80551,3,1830,30,41,280,0,0,88,126,0,1,4,5,,,96,345,130,9,2,8,10,135,274,125,131,5,5,10,
1,1332,VI 30,33,17,220412,75725,3,1840,30,19,267,0,0,107,96,0,0,5,5,,,224,277,124,1,2,8,10,185,268,106,94,5,5,10,
1,1332,VI 30,34,18,220413,81012,3,1837,30,16,264,0,0,76,104,0,0,4,6,,,312,298,135,5,2,8,10,98,306,82,97,6,4,10,
1,1332,VI 30,35,19,220414,80207,3,1841,30,8,267,0,0,84,88,0,0,5,5,,,226,278,125,2,2,8,10,114,256,108,63,6,4,10,
1,1332,VI 30,36,20,220415,80655,3,1833,30,4,310,0,1,90,76,0,1,5,4,,,196,322,118,8,2,8,10,132,311,85,89,5,5,10,
1,1332,VI 30,37,21,220418,80815,3,1839,30,13,336,0,0,110,93,0,0,4,6,,,250,464,129,5,2,8,10,199,395,152,121,6,4,10,
1,1332,VI 30,38,22,220419,75909,3,1844,30,5,334,0,0,92,114,0,0,5,5,,,444,354,123,7,2,8,10,115,325,110,117,6,4,10,
1,1332,VI 30,39,23,220420,80656,3,1833,30,2,337,0,0,92,149,0,0,5,5,,,322,385,115,6,2,8,10,166,308,101,151,6,4,10,
1,1332,VI 30,40,24,220421,80401,3,1834,30,6,280,0,0,65,81,0,0,5,5,,,473,318,118,6,2,8,10,149,276,71,98,5,5,10,
1,1332,VI 30,41,25,220422,80858,3,1833,30,0,278,0,0,93,125,0,0,4,6,0,10,578,301,121,6,2,8,10,98,285,85,107,5,5,10,
1,1332,VI 30,42,26,220425,81053,3,1840,30,0,343,0,0,141,142,0,0,4,6,0,10,418,314,123,6,2,8,10,139,349,143,162,4,6,10,
1,1332,VI 30,43,27,220426,80554,3,1834,30,4,380,0,0,165,195,0,0,4,6,2,8,229,405,123,81,2,8,10,103,390,149,180,4,6,10,
1,1332,VI 30,44,28,220427,80721,3,1831,30,4,307,0,0,130,122,0,0,5,5,1,9,312,349,121,49,2,8,10,132,316,116,188,4,6,10,
1,1332,VI 30,45,29,220428,80922,3,1831,30,6,265,0,0,161,208,0,0,5,5,2,8,248,381,127,87,2,8,10,118,328,127,263,5,5,10,
1,1332,VI 30,46,30,220429,80817,3,1837,30,34,266,0,4,101,139,0,2,4,4,5,5,186,388,117,20,2,8,10,120,295,143,150,5,5,10,
1,43,FR 1,1,1,220216,80758,4,1868,30,6,4,4,2,31,27,1,5,2,2,,,14650,10,15,37,2,8,7,1132,10,39,40,5,5,4,
1,43,FR 1,2,2,220217,80320,4,1114,30,2,8,0,21,131,57,0,2,4,4,,,819,10,29,2,2,8,3,6146,10,111,81,5,5,5,
1,43,FR 1,3,3,220218,80351,4,935,30,3,7,47,1,80,93,1,2,4,3,,,2356,10,67,154,2,8,6,2827,10,107,100,5,5,5,
1,43,FR 1,4,4,220221,80713,4,1161,30,3,7,0,8,168,105,0,3,4,3,,,1402,10,85,56,2,8,4,4116,10,159,113,5,5,6,
1,43,FR 1,5,5,220222,80509,4,1003,30,1,9,0,4,220,135,0,1,4,5,,,262,10,75,15,2,8,2,5947,10,148,194,5,5,8,
1,43,FR 1,6,6,220223,81058,4,958,30,3,7,58,3,115,135,1,2,3,4,,,1383,10,113,12,2,8,4,3623,10,165,185,5,5,7,
1,43,FR 1,7,7,220224,80344,4,965,30,3,7,49,4,162,104,1,2,3,4,,,1696,10,112,7,2,8,5,4002,10,197,167,5,5,5,
1,43,FR 1,8,8,220225,75925,4,955,30,7,3,38,6,95,33,1,6,2,1,,,1194,10,73,7,2,8,6,3041,10,213,153,5,5,6,
1,43,FR 1,9,9,220228,80928,4,1005,30,8,2,25,46,62,0,1,7,1,1,,,3489,10,79,53,2,8,7,1524,10,202,128,5,5,5,
1,43,FR 1,10,10,220301,75950,4,981,30,10,0,62,20,0,0,2,8,0,0,,,2361,10,64,25,2,8,6,2468,10,165,123,5,5,6,
1,43,FR 1,11,11,220302,80813,4,974,30,8,2,84,8,0,79,2,6,1,1,,,3885,10,64,10,2,8,9,322,10,194,121,5,5,1,
1,43,FR 1,12,12,220303,80723,4,980,30,10,0,100,23,0,0,2,8,0,0,,,4091,10,92,28,2,8,6,1018,10,84,99,5,5,4,
1,43,FR 1,13,13,220304,80412,4,965,30,10,0,89,7,0,0,2,8,0,0,,,3969,10,72,2,2,8,9,1046,10,124,101,5,5,3,
1,43,FR 1,14,14,220307,80710,4,977,30,8,2,81,23,0,42,2,6,1,1,,,2732,10,76,7,2,8,5,1813,10,99,73,5,5,5,
1,43,FR 1,15,15,220308,80452,4,965,30,9,1,77,6,29,0,2,7,0,1,,,2365,10,75,6,2,8,4,2714,10,109,123,5,5,6,
1,43,FR 1,16,16,220309,80658,4,982,30,10,0,51,6,0,0,2,8,0,0,,,1516,10,70,0,2,8,3,3577,10,168,87,6,4,7,
1,43,VI 30,17,1,220321,81045,4,2400,27,274,50,32,2,63,67,1,3,2,3,,,3537,194,79,0,2,7,9,1362,180,111,124,4,4,9,
1,43,VI 30,18,2,220322,81003,4,2400,27,105,142,31,0,83,86,1,3,2,3,,,1670,52,40,0,1,8,9,4144,170,139,120,4,4,8,
1,43,VI 30,19,3,220323,81704,4,2153,30,77,120,0,0,139,136,0,2,4,4,,,3111,153,58,4,2,8,10,761,225,182,161,5,5,10,
1,43,VI 30,20,4,220324,80354,4,2125,30,50,287,0,2,227,146,0,1,4,5,,,1260,130,85,17,2,8,10,824,178,216,193,6,4,10,
1,43,VI 30,21,5,220325,80919,4,2147,30,58,263,0,0,160,117,0,2,4,4,,,3027,259,87,6,2,8,10,775,280,174,160,4,6,10,
1,43,VI 30,22,6,220328,80854,4,1960,30,95,232,32,1,147,146,1,1,4,4,,,305,256,61,1,2,8,10,903,299,192,145,5,5,10,
1,43,VI 30,23,7,220329,80324,4,1851,30,69,196,0,2,148,116,0,3,3,4,,,508,295,81,6,2,8,10,482,222,213,152,5,5,10,
1,43,VI 30,24,8,220330,80910,4,1843,30,84,265,42,3,81,140,1,3,3,3,,,219,326,86,4,2,8,10,365,262,181,179,5,5,10,
1,43,VI 30,25,9,220331,80417,4,1862,30,39,335,0,0,173,176,0,0,6,4,,,924,223,77,3,2,8,10,216,342,151,217,5,5,10,
1,43,VI 30,26,10,220401,80848,4,1843,30,45,405,35,1,155,136,1,1,4,4,,,186,376,93,8,2,8,10,461,346,200,174,5,5,10,
1,43,VI 30,27,11,220404,80753,4,1822,30,86,408,0,10,135,134,0,2,4,4,,,220,526,63,5,2,8,10,196,468,204,156,4,6,10,
1,43,VI 30,28,12,220405,80157,4,1828,30,62,401,42,0,176,169,1,0,5,4,,,144,488,63,3,2,8,10,154,489,187,210,5,5,10,
1,43,VI 30,29,13,220406,80642,4,946,30,4,6,47,1,146,110,1,3,3,3,,,2625,10,88,3,2,8,7,1296,10,281,138,5,5,4,
1,43,VI 30,30,14,220407,80520,4,1823,30,162,335,0,1,163,130,0,2,4,4,,,131,569,93,4,2,8,10,141,432,246,149,4,6,10,
1,43,VI 30,31,15,220408,80929,4,2400,27,144,233,0,0,151,53,0,2,3,3,,,1731,385,85,2,2,7,9,214,281,233,93,5,4,9,
1,43,VI 30,32,16,220411,80541,4,1836,30,109,272,42,0,168,99,1,2,3,4,,,159,480,67,1,2,8,10,323,399,238,158,5,5,10,
1,43,VI 30,33,17,220412,75711,4,1831,30,159,275,53,2,182,87,1,3,3,3,,,126,390,101,4,2,8,10,123,339,247,174,5,5,10,
1,43,VI 30,34,18,220413,81001,4,1983,30,168,239,0,39,123,55,0,4,3,3,,,1827,436,85,1,2,8,10,139,376,190,154,5,5,10,
1,43,VI 30,35,19,220414,80149,4,1838,30,96,300,46,2,173,96,1,2,4,3,,,118,443,100,5,2,8,10,179,425,259,144,5,5,10,
1,43,VI 30,36,20,220415,80646,4,1826,30,95,267,0,0,127,106,0,3,3,4,,,234,318,79,4,2,8,10,337,333,229,128,5,5,10,
1,43,VI 30,37,21,220418,80805,4,1828,30,76,287,0,4,208,120,0,1,4,5,,,154,444,66,3,2,8,10,226,405,264,119,5,5,10,
1,43,VI 30,38,22,220419,75855,4,1865,30,76,266,0,0,188,129,0,1,5,4,,,205,438,68,4,2,8,10,429,308,278,147,5,5,10,
1,43,VI 30,39,23,220420,80639,4,1826,30,104,255,36,1,204,97,1,2,3,4,,,205,406,90,3,2,8,10,195,362,246,183,5,5,10,
1,43,VI 30,40,24,220421,80344,4,1827,30,146,266,0,3,119,69,0,4,2,4,,,251,466,61,1,2,8,10,153,429,180,172,5,5,10,
1,43,VI 30,41,25,220422,80838,4,1822,30,190,275,42,1,117,114,1,2,3,4,2,8,119,502,76,3,2,8,10,117,399,195,153,5,5,10,
1,43,VI 30,42,26,220425,81043,4,1829,30,189,151,41,1,111,119,1,3,4,2,3,7,214,420,79,9,2,8,10,156,301,238,136,5,5,10,
1,43,VI 30,43,27,220426,80511,4,1828,30,214,203,45,3,80,60,1,5,2,2,0,10,249,398,92,2,2,8,10,238,336,258,147,5,5,10,
1,43,VI 30,44,28,220427,80710,4,1824,30,192,227,37,1,85,108,1,4,2,3,3,7,454,389,78,3,2,8,10,126,393,241,185,5,5,10,
1,43,VI 30,45,29,220428,80905,4,1826,30,274,196,50,4,78,28,1,6,2,1,4,6,154,423,80,28,2,8,10,141,387,227,159,5,5,10,
1,43,VI 30,46,30,220429,80803,4,1829,30,298,123,71,8,0,0,2,8,0,0,6,4,163,460,86,6,2,8,10,116,378,230,185,6,4,10,
1,1349,FR 1,1,1,220215,125533,3,671,30,7,3,44,121,43,12,2,5,2,1,,,114,10,55,187,2,8,10,377,10,119,35,5,5,10,
1,1349,FR 1,2,2,220216,124603,3,638,30,5,5,32,56,56,39,1,4,3,2,,,150,10,67,125,2,8,10,110,10,126,108,4,6,10,
1,1349,FR 1,3,3,220217,124929,3,946,30,5,5,59,43,159,97,1,4,2,3,,,180,10,128,133,2,8,10,110,10,268,231,5,5,10,
1,1349,FR 1,4,4,220218,124941,3,932,30,7,3,111,99,51,110,2,5,2,1,,,75,10,121,94,2,8,10,87,10,263,263,5,5,10,
1,1349,FR 1,5,5,220221,124616,3,934,30,10,0,111,95,0,0,2,8,0,0,,,75,10,125,61,2,8,10,182,10,304,187,5,5,10,
1,1349,FR 1,6,6,220222,125024,3,959,30,10,0,114,60,0,0,2,8,0,0,,,62,10,118,36,2,8,10,339,10,251,241,5,5,10,
1,1349,FR 1,7,7,220223,124241,3,978,30,10,0,118,20,0,0,2,8,0,0,,,762,10,124,3,2,8,9,529,10,312,219,5,5,9,
1,1349,FR 1,8,8,220224,124738,3,963,30,10,0,125,1,0,0,2,8,0,0,,,686,10,116,38,2,8,10,392,10,257,254,5,5,9,
1,1349,FR 1,9,9,220225,125047,3,972,30,10,0,123,20,0,0,2,8,0,0,,,56,10,130,17,2,8,10,518,10,353,198,5,5,10,
1,1349,FR 1,10,10,220301,124859,3,957,30,10,0,112,1,0,0,2,8,0,0,,,372,10,111,6,2,8,10,381,10,266,260,6,4,10,
1,1349,FR 1,11,11,220301,124859,3,957,30,10,0,112,1,0,0,2,8,0,0,,,372,10,111,6,2,8,10,381,10,266,260,6,4,10,
1,1349,FR 1,12,12,220302,124325,3,966,30,10,0,108,52,0,0,2,8,0,0,,,396,10,100,27,2,8,10,418,10,281,177,4,6,10,
1,1349,FR 1,13,13,220303,124603,3,981,30,10,0,113,0,0,0,2,8,0,0,,,56,10,112,7,2,8,10,673,10,269,255,5,5,10,
1,1349,FR 1,14,14,220304,124822,3,1014,30,10,0,98,7,0,0,2,8,0,0,,,358,10,114,2,2,8,9,931,10,269,266,6,4,10,
1,1349,FR 1,15,15,220307,124451,3,961,30,10,0,116,3,0,0,2,8,0,0,,,694,10,115,63,2,8,10,397,10,177,259,5,5,9,
1,1349,FR 1,16,16,220308,125224,3,966,30,10,0,112,3,0,0,2,8,0,0,,,1412,10,120,0,2,8,9,298,10,217,288,5,5,8,
1,1349,VI 30,17,1,220321,124439,3,1882,30,220,220,57,13,108,93,1,5,2,2,,,507,515,119,73,2,8,10,952,308,310,220,5,5,10,
1,1349,VI 30,18,2,220322,124740,3,1947,30,100,112,58,12,163,117,1,4,2,3,,,387,187,116,6,2,8,10,781,231,197,345,5,5,10,
1,1349,VI 30,19,3,220323,124653,3,1916,30,116,120,58,7,152,103,1,4,3,2,,,364,198,117,38,2,8,10,326,266,238,232,5,5,10,
1,1349,VI 30,20,4,220323,124653,3,1916,30,116,120,58,7,152,103,1,4,3,2,,,364,198,117,38,2,8,10,326,266,238,232,5,5,10,
1,1349,VI 30,21,5,220324,124956,3,1883,30,72,194,61,25,207,144,1,2,3,4,,,265,184,117,11,2,8,10,260,211,202,241,5,5,10,
1,1349,VI 30,22,6,220328,124523,3,1883,30,67,143,63,2,120,89,1,3,3,3,,,806,117,117,24,2,8,10,182,188,234,138,5,5,10,
1,1349,VI 30,23,7,220329,125327,3,1848,30,121,183,57,3,150,121,1,3,3,3,,,295,355,124,4,2,8,10,306,209,191,244,5,5,10,
1,1349,VI 30,24,8,220330,124037,3,1831,30,195,159,117,4,118,109,2,4,2,2,,,151,365,119,1,2,8,10,368,281,278,191,5,5,10,
1,1349,VI 30,25,9,220331,124525,3,1834,30,149,136,58,2,0,116,1,7,1,1,,,149,383,124,9,2,8,10,220,258,281,257,5,5,10,
1,1349,VI 30,26,10,220401,124547,3,1830,30,151,182,55,1,156,219,1,2,3,4,,,101,385,120,1,2,8,10,365,324,197,323,5,5,10,
1,1349,VI 30,27,11,220404,125008,3,1857,30,144,135,115,29,11,111,2,5,2,1,,,221,273,115,39,2,8,10,533,196,277,204,5,5,10,
1,1349,VI 30,28,12,220405,124759,3,1836,30,133,143,60,0,135,34,1,2,3,4,,,127,204,120,2,2,8,10,242,251,133,229,5,5,10,
1,1349,VI 30,29,13,220406,124732,3,1840,30,105,178,60,1,185,223,1,1,4,4,,,153,166,128,27,2,8,10,265,234,213,261,5,5,10,
1,1349,VI 30,30,14,220407,125508,3,1841,30,61,186,0,1,135,165,0,2,4,4,,,109,200,123,47,2,8,10,133,217,120,180,4,6,10,
1,1349,VI 30,31,15,220408,124414,3,1838,30,58,231,0,3,89,122,0,2,4,4,,,146,255,123,2,2,8,10,154,279,174,146,5,5,10,
1,1349,VI 30,32,16,220411,124744,3,1827,30,78,258,0,0,258,207,0,1,5,4,,,202,260,124,92,2,8,10,151,314,251,266,5,5,10,
1,1349,VI 30,33,17,220412,124939,3,1836,30,51,229,0,1,157,176,0,2,4,4,,,126,249,118,3,2,8,10,198,308,221,257,5,5,10,
1,1349,VI 30,34,18,220413,124407,3,1840,30,81,169,55,0,110,176,1,2,3,4,,,227,242,108,1,2,8,10,181,274,220,155,5,5,10,
1,1349,VI 30,35,19,220414,125122,3,1844,30,89,174,44,0,112,80,1,2,4,3,,,348,200,100,6,2,8,10,208,243,133,117,4,6,10,
1,1349,VI 30,36,20,220415,130122,3,1842,30,81,201,43,1,82,54,1,2,4,3,,,163,259,101,3,2,8,10,167,255,153,93,5,5,10,
1,1349,VI 30,37,21,220418,124832,3,1829,30,152,162,52,3,98,144,1,4,3,2,,,131,355,111,16,2,8,10,207,299,239,188,5,5,10,
1,1349,VI 30,38,22,220419,124626,3,1833,30,93,173,56,0,151,117,1,1,4,4,,,114,324,104,9,2,8,10,244,223,192,200,6,4,10,
1,1349,VI 30,39,23,220420,124201,3,1830,30,95,175,58,3,176,66,1,3,3,3,,,112,341,115,2,2,8,10,198,258,226,228,4,6,10,
1,1349,VI 30,40,24,220421,124739,3,1838,30,55,213,0,0,145,179,0,1,5,4,,,161,315,115,2,2,8,10,206,230,208,99,5,5,10,
1,1349,VI 30,41,25,220422,124925,3,1836,30,96,208,0,0,94,123,0,3,3,4,9,1,85,356,113,4,2,8,10,165,320,179,169,4,6,10,
1,1349,VI 30,42,26,220425,124249,3,1836,30,20,259,0,0,143,179,0,1,5,4,6,4,157,298,108,20,2,8,10,192,257,177,217,5,5,10,
1,1349,VI 30,43,27,220426,124401,3,1842,30,39,220,0,0,196,216,0,0,5,5,8,2,117,324,114,4,2,8,10,130,285,243,172,5,5,10,
1,1349,VI 30,44,28,220427,124508,3,1831,30,41,227,0,1,124,149,0,3,3,4,9,1,137,319,106,0,2,8,10,150,288,144,232,5,5,10,
1,1349,VI 30,45,29,220428,124814,3,1841,30,27,253,0,0,167,299,0,0,5,5,6,4,91,309,114,29,2,8,10,221,256,184,295,5,5,10,
1,1349,VI 30,46,30,220429,125044,3,1827,30,41,252,61,0,137,204,1,2,3,4,6,4,151,316,119,3,2,8,10,136,277,298,177,5,5,10,
1,48,FR 1,1,1,220215,125422,4,693,30,2,8,5,7,62,48,1,1,4,4,,,1643,10,29,18,2,8,6,1711,10,59,49,5,5,3,
1,48,FR 1,2,2,220216,124642,4,661,30,2,8,15,8,50,49,1,1,4,4,,,1095,10,18,1,2,8,4,2700,10,18,61,5,5,6,
1,48,FR 1,3,3,220217,124946,4,993,30,2,8,31,0,57,100,1,1,4,4,,,1627,10,65,33,2,8,4,3448,10,96,53,5,5,8,
1,48,FR 1,4,4,220218,125006,4,951,30,5,5,40,7,62,28,1,4,2,3,,,3539,10,32,49,2,8,7,812,10,74,53,5,5,3,
1,48,FR 1,5,5,220221,124633,4,960,30,4,6,0,35,15,43,0,4,4,2,,,3384,10,42,18,2,8,6,1456,10,11,45,4,6,4,
1,48,FR 1,6,6,220222,124954,4,947,30,4,6,31,2,14,15,1,3,3,3,,,1096,10,23,2,2,8,4,4129,10,10,6,5,5,6,
1,48,FR 1,7,7,220223,124256,4,944,30,5,5,27,4,1,4,1,4,2,3,,,3228,10,38,24,2,8,9,623,10,1,14,6,4,2,
1,48,FR 1,8,8,220224,124715,4,960,30,8,2,5,5,3,1,1,7,2,0,,,2778,10,28,22,2,8,8,1704,10,7,50,5,5,5,
1,48,FR 1,9,9,220225,125100,4,986,30,7,3,19,9,7,5,1,6,2,1,,,3764,10,43,28,2,8,6,1865,10,3,33,5,5,4,
1,48,FR 1,10,10,220228,124708,4,956,30,8,2,25,24,2,9,2,6,1,1,,,3268,10,15,17,2,8,6,1567,10,34,88,5,5,6,
1,48,FR 1,11,11,220301,124838,4,976,30,9,1,20,5,26,0,2,7,1,0,,,4476,10,3,5,2,8,8,318,10,32,3,6,4,3,
1,48,FR 1,12,12,220302,124352,4,984,30,8,2,27,4,3,47,2,6,0,2,,,3414,10,51,1,2,8,9,6,10,141,4,5,5,3,
1,48,FR 1,13,13,220303,124545,4,980,30,9,1,28,3,0,1,2,7,1,0,,,3478,10,45,4,2,8,8,358,10,15,3,5,5,4,
1,48,FR 1,14,14,220304,124837,4,966,30,10,0,60,2,0,0,2,8,0,0,,,4122,10,57,3,2,8,8,357,10,8,39,5,5,3,
1,48,FR 1,15,15,220307,124504,4,965,30,10,0,53,1,0,0,2,8,0,0,,,3391,10,61,1,2,8,8,308,10,95,14,5,5,3,
1,48,FR 1,16,16,220308,125148,4,967,30,9,1,51,1,1,0,2,7,1,0,,,4300,10,45,1,2,8,8,337,10,44,8,5,5,3,
1,48,VI 30,17,1,220321,124459,4,2161,30,350,32,29,47,31,4,2,5,2,1,,,169,202,23,4,2,8,10,540,98,110,59,5,5,10,
1,48,VI 30,18,2,220322,124720,4,1940,30,164,89,16,0,13,19,1,3,3,3,,,45,147,9,5,2,8,10,298,218,26,51,6,4,10,
1,48,VI 30,19,3,220323,124711,4,1917,30,75,167,32,3,42,13,1,4,3,2,,,197,74,14,5,2,8,10,355,184,21,20,5,5,10,
1,48,VI 30,20,4,220324,125013,4,1944,30,47,112,19,1,20,11,1,1,4,4,,,117,73,30,6,2,8,9,1271,134,30,8,6,4,9,
1,48,VI 30,21,5,220325,124742,4,1906,30,51,135,5,1,19,12,1,2,3,4,,,151,67,30,18,2,8,10,261,96,58,48,5,5,10,
1,48,VI 30,22,6,220328,124541,4,1929,30,67,125,11,1,21,20,1,4,2,3,,,180,107,28,1,2,8,10,738,109,24,55,5,5,10,
1,48,VI 30,23,7,220329,125350,4,1863,30,86,125,18,1,30,5,1,5,2,2,,,279,113,26,0,2,8,10,244,160,21,18,5,5,10,
1,48,VI 30,24,8,220330,124052,4,1837,30,55,152,0,0,40,34,0,2,4,4,,,155,118,47,0,2,8,10,256,172,20,56,5,5,10,
1,48,VI 30,25,9,220331,124540,4,1894,30,48,134,0,0,12,19,0,4,3,3,,,152,136,40,0,2,8,10,238,157,5,8,5,5,10,
1,48,VI 30,26,10,220401,124559,4,1918,30,45,116,1,0,12,1,1,1,4,4,,,207,99,39,24,2,8,10,184,137,1,11,5,5,10,
1,48,VI 30,27,11,220404,125259,4,1882,30,31,122,13,1,26,24,1,1,4,4,,,249,109,40,28,2,8,10,151,137,35,28,4,6,10,
1,48,VI 30,28,12,220405,124813,4,1867,30,27,143,0,7,15,37,0,3,4,3,,,174,99,42,13,2,8,10,166,141,12,26,5,5,10,
1,48,VI 30,29,13,220406,124749,4,1849,30,30,232,6,1,9,11,1,1,4,4,,,1048,128,34,6,2,8,9,254,173,24,12,5,5,9,
1,48,VI 30,30,14,220407,125520,4,1838,30,46,152,0,0,7,9,0,2,4,4,,,124,209,22,2,2,8,10,213,178,13,14,5,5,10,
1,48,VI 30,31,15,220408,124425,4,1871,30,45,172,16,4,17,6,1,3,3,3,,,114,152,42,0,2,8,10,265,209,8,38,4,6,10,
1,48,VI 30,32,16,220411,124801,4,1858,30,37,183,0,0,32,53,0,1,4,5,,,202,133,27,0,2,8,10,301,201,26,13,5,5,10,
1,48,VI 30,33,17,220412,124950,4,1879,30,18,208,0,0,36,12,0,1,4,5,,,189,121,49,0,2,8,10,157,208,30,17,5,5,10,
1,48,VI 30,34,18,220413,124422,4,1887,30,30,177,5,0,33,25,1,1,4,4,,,158,118,54,1,2,8,10,230,172,19,31,5,5,10,
1,48,VI 30,35,19,220414,125137,4,1859,30,49,172,21,0,4,18,1,3,3,3,,,211,135,46,0,2,8,10,199,211,18,9,5,5,10,
1,48,VI 30,36,20,220415,130105,4,1863,30,78,140,25,0,3,6,1,4,3,2,,,65,174,37,29,2,8,10,350,197,9,44,5,5,10,
1,48,VI 30,37,21,220418,124854,4,1850,30,55,164,9,12,7,15,1,1,4,4,,,72,196,32,0,2,8,10,326,177,22,13,4,6,10,
1,48,VI 30,38,22,220419,124636,4,1851,30,67,155,9,0,29,5,1,2,4,3,,,98,182,26,0,2,8,10,210,191,21,34,5,5,10,
